"days","loss_count","loss_type","claim_source","time_frame","loss_country","minimum","maximum","category","source_target"
190,244,"Tanks-Ukraine","OSI","Cumulative","Ukraine",1,0,"Tanks","OSI-Ukraine"
190,300,"Tanks-Ukraine","Other","Cumulative","Ukraine",0,0,"Tanks","Other-Ukraine"
190,48350,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
190,4345,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
190,1115,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
190,287,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
190,153,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
190,234,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
190,205,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
190,851,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
190,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
190,3239,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
191,47000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
191,8000,"Civilian Casualties-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Casualties","United Nations-Ukraine"
191,5500,"Civilian Deaths-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Deaths","United Nations-Ukraine"
191,48700,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
191,2009,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
191,4366,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
191,1126,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
191,289,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
191,153,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
191,234,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
191,205,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
191,853,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
191,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
191,3247,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
192,2034,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
192,49050,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
192,50000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
193,50000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
188,49,"Jets-Russia","OSI","Cumulative","Russia",1,0,"Jets","OSI-Russia"
188,37,"Jets-Ukraine","OSI","Cumulative","Ukraine",1,0,"Jets","OSI-Ukraine"
195,50150,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
195,2077,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
195,4484,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
195,1179,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
195,156,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
195,236,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
195,207,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
195,876,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
195,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
195,3305,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
195,15000,"Military Deaths-Russia","GB Source","Cumulative","Russia",0,0,"Military Deaths","GB Source-Russia"
195,1012,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
196,50610,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
196,2097,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
196,4520,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
196,1194,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
196,300,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
196,156,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
196,237,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
196,208,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
196,880,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
196,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
196,3320,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
196,200,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
197,51250,"Military Deaths-Russia","Other","Cumulative","Russia",0,0,"Military Deaths","Other-Russia"
197,4557,"Armored Vehicles-Russia","Other","Cumulative","Russia",0,0,"Armored Vehicles","Other-Russia"
197,2112,"Tanks-Russia","Other","Cumulative","Russia",0,0,"Tanks","Other-Russia"
197,210,"Helicopters-Russia","Other","Cumulative","Russia",0,0,"Helicopters","Other-Russia"
197,239,"Jets-Russia","Other","Cumulative","Russia",0,0,"Jets","Other-Russia"
197,1226,"Artillery-Russia","Other","Cumulative","Russia",0,0,"Artillery","Other-Russia"
197,15,"Ships-Russia","Other","Cumulative","Russia",0,0,"Ships","Other-Russia"
198,25000,"Military Deaths-Russia","GB Source","Cumulative","Russia",0,0,"Military Deaths","GB Source-Russia"
31,1351,"Military Deaths-Russia","RU Source","Cumulative","Russia",0,0,"Military Deaths","RU Source-Russia"
166,80000,"Military Casualties-Russia","US Source","Cumulative","Russia",0,0,"Military Casualties","US Source-Russia"
198,14059,"Civilian Casualties-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Casualties","United Nations-Ukraine"
198,5767,"Civilian Deaths-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Deaths","United Nations-Ukraine"
198,8292,"Civilian Injuries-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Injuries","United Nations-Ukraine"
200,50000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
200,1029,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
200,2122,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
200,151,"Armored Vehicles-Russia","OSI","Cumulative","Russia",1,0,"Armored Vehicles","OSI-Russia"
200,1137,"Artillery-Russia","OSI","Cumulative","Russia",1,0,"Artillery","OSI-Russia"
200,1482,"Vehicles & Fuel Tanks-Russia","OSI","Cumulative","Russia",1,0,"Vehicles & Fuel Tanks","OSI-Russia"
200,124,"UAVs-Russia","OSI","Cumulative","Russia",1,0,"UAVs","OSI-Russia"
200,8,"Ships-Russia","OSI","Cumulative","Russia",1,0,"Ships","OSI-Russia"
200,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
200,53,"Jets-Russia","OSI","Cumulative","Russia",1,0,"Jets","OSI-Russia"
200,49,"Helicopters-Russia","OSI","Cumulative","Russia",1,0,"Helicopters","OSI-Russia"
200,210,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
147,60000,"Military Casualties-Russia","US Source","Cumulative","Russia",0,0,"Military Casualties","US Source-Russia"
147,15000,"Military Deaths-Russia","US Source","Cumulative","Russia",0,0,"Military Deaths","US Source-Russia"
200,52650,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
200,2154,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
200,4617,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
200,1263,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
200,311,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
200,162,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
200,242,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
200,213,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
200,902,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
200,3445,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
200,14059,"Civilian Casualties-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Casualties","United Nations-Ukraine"
200,5767,"Civilian Deaths-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Deaths","United Nations-Ukraine"
200,8282,"Civilian Injuries-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Injuries","United Nations-Ukraine"
198,52250,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
199,4584,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
201,53000,"Military Deaths-Russia","Other","Cumulative","Russia",0,0,"Military Deaths","Other-Russia"
201,52950,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
201,2168,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
201,4640,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
201,1269,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
201,311,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
201,162,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
201,243,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
201,213,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
201,903,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
201,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
201,3463,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
202,1073,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
184,80000,"Military Casualties-Russia","US Source","Cumulative","Russia",0,0,"Military Casualties","US Source-Russia"
202,53000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
30,5000,"Military Deaths-Russia","Other","Cumulative","Russia",0,0,"Military Deaths","Other-Russia"
184,15000,"Military Deaths-Russia","US Source","Cumulative","Russia",0,0,"Military Deaths","US Source-Russia"
201,14000,"Civilian Casualties-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Casualties","United Nations-Ukraine"
204,50000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
204,53850,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
204,2193,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
204,4682,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
204,1295,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
204,311,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
204,167,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
204,250,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
204,215,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
204,908,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
204,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
204,3522,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
204,56,"Jets-Russia","OSI","Cumulative","Russia",1,0,"Jets","OSI-Russia"
207,54480,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
207,2210,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
207,4718,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
207,1309,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
207,312,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
207,168,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
207,251,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
207,217,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
207,918,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
207,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
207,3578,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
208,55,"Jets-Russia","US Source","Cumulative","Russia",0,0,"Jets","US Source-Russia"
209,54810,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
209,2216,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
209,4724,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
209,1323,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
209,318,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
209,168,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
209,252,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
209,217,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
209,925,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
209,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
209,3587,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
210,5937,"Military Deaths-Russia","RU Source","Cumulative","Russia",0,0,"Military Deaths","RU Source-Russia"
210,6200,"Military Deaths-Russia","Other","Cumulative","Russia",0,0,"Military Deaths","Other-Russia"
210,15000,"Military Deaths-Russia","US Source","Cumulative","Russia",0,0,"Military Deaths","US Source-Russia"
210,45000,"Military Injuries-Russia","US Source","Cumulative","Russia",0,0,"Military Injuries","US Source-Russia"
210,83000,"Military Deaths-Ukraine","Other","Cumulative","Ukraine",0,0,"Military Deaths","Other-Ukraine"
210,61207,"Military Deaths-Ukraine","RU Source","Cumulative","Ukraine",0,0,"Military Deaths","RU Source-Ukraine"
210,49368,"Military Injuries-Ukraine","RU Source","Cumulative","Ukraine",0,0,"Military Injuries","RU Source-Ukraine"
210,6600,"Military Deaths-Russia","Other","Cumulative","Russia",0,0,"Military Deaths","Other-Russia"
212,80000,"Military Casualties-Russia","Other","Cumulative","Russia",0,0,"Military Casualties","Other-Russia"
212,1183,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
212,1304,"Artillery-Russia","OSI","Cumulative","Russia",1,0,"Artillery","OSI-Russia"
148,15000,"Military Deaths-Russia","GB Source","Cumulative","Russia",0,0,"Military Deaths","GB Source-Russia"
214,259,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
214,4832,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
214,2275,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
215,259,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
215,220,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
215,58,"Jets-Russia","OSI","Cumulative","Russia",1,0,"Jets","OSI-Russia"
215,57200,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
215,2290,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
215,4857,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
215,1369,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
215,330,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
215,172,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
215,260,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
215,224,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
215,970,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
215,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
215,3711,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
216,57750,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
216,2306,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
216,4881,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
216,1378,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
216,331,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
216,175,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
216,261,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
216,224,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
216,977,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
216,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
216,3730,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
217,2312,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
217,1190,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
217,4889,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
217,331,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
217,224,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
217,58150,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
217,1381,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
217,175,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
217,262,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
217,989,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
217,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
217,3742,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
134,40000,"Civilian Casualties-Ukraine","UA Source","Cumulative","Ukraine",0,0,"Civilian Casualties","UA Source-Ukraine"
215,6000,"Civilian Deaths-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Deaths","United Nations-Ukraine"
215,14800,"Civilian Casualties-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Casualties","United Nations-Ukraine"
138,10000,"Military Deaths-Ukraine","UA Source","Cumulative","Ukraine",0,0,"Military Deaths","UA Source-Ukraine"
215,50000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
218,5000,"Military Deaths-Russia","RU Source","Cumulative","Russia",0,0,"Military Deaths","RU Source-Russia"
218,57000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
218,58580,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
218,2325,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
218,4909,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
218,1385,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
218,331,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
218,175,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
218,262,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
218,224,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
218,995,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
218,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
218,3751,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
219,59080,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
219,2338,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
219,4932,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
219,1391,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
219,333,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
219,176,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
219,264,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
219,225,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
219,1003,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
219,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
219,3768,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
220,59610,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
220,2354,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
220,4949,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
220,1397,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
220,336,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
220,176,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
220,264,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
220,226,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
220,1009,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
220,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
220,3786,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
220,1100,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
221,60110,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
221,2377,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
221,4975,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
221,1405,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
221,337,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
221,176,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
221,264,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
221,227,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
221,1015,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
221,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
221,3796,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
222,1100,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
222,60430,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
222,2380,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
222,4991,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
222,1405,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
222,338,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
222,176,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
222,265,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
222,228,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
