"days","loss_count","loss_type","claim_source","time_frame","loss_country","minimum","maximum","category","source_target"
222,1026,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
222,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
222,3811,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
223,60800,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
223,2424,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
223,5018,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
223,1407,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
223,340,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
223,177,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
223,266,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
223,228,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
223,1028,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
223,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
223,3823,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
227,1200,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
227,61680,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
227,2466,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
227,5093,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
227,1455,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
227,344,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
227,177,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
227,266,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
227,233,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
227,1067,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
227,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
227,3862,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
237,1300,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
237,50000,"Military Casualties-Russia","Other","Cumulative","Russia",0,0,"Military Casualties","Other-Russia"
237,65850,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
237,2548,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
237,5219,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
237,1622,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
237,372,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
237,188,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
237,268,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
237,242,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
237,1276,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
237,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
237,3985,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
244,1400,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
244,2500,"Armored Vehicles-Russia","OSI","Cumulative","Russia",1,0,"Armored Vehicles","OSI-Russia"
244,500,"Artillery-Russia","OSI","Cumulative","Russia",1,0,"Artillery","OSI-Russia"
244,1415,"Tanks-Russia","Other","Cumulative","Russia",0,0,"Tanks","Other-Russia"
244,334,"Tanks-Ukraine","Other","Cumulative","Ukraine",0,0,"Tanks","Other-Ukraine"
244,2539,"Armored Vehicles-Russia","Other","Cumulative","Russia",0,0,"Armored Vehicles","Other-Russia"
244,687,"Armored Vehicles-Ukraine","Other","Cumulative","Ukraine",0,0,"Armored Vehicles","Other-Ukraine"
244,516,"Artillery-Russia","Other","Cumulative","Russia",0,0,"Artillery","Other-Russia"
244,160,"Artillery-Ukraine","Other","Cumulative","Ukraine",0,0,"Artillery","Other-Ukraine"
244,63,"Jets-Russia","Other","Cumulative","Russia",0,0,"Jets","Other-Russia"
244,53,"Jets-Ukraine","Other","Cumulative","Ukraine",0,0,"Jets","Other-Ukraine"
244,54,"Helicopters-Russia","Other","Cumulative","Russia",0,0,"Helicopters","Other-Russia"
244,15,"Helicopters-Ukraine","Other","Cumulative","Ukraine",0,0,"Helicopters","Other-Ukraine"
244,141,"UAVs-Russia","Other","Cumulative","Russia",0,0,"UAVs","Other-Russia"
244,38,"UAVs-Ukraine","Other","Cumulative","Ukraine",0,0,"UAVs","Other-Ukraine"
244,11,"Ships-Russia","Other","Cumulative","Russia",0,0,"Ships","Other-Russia"
226,61680,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
226,2466,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
226,5093,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
226,1455,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
226,344,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
226,177,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
226,266,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
226,233,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
226,1067,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
226,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
226,3862,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
228,62500,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
228,2424,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
228,5133,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
228,1477,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
228,348,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
228,180,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
228,266,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
228,235,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
228,1086,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
228,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
228,3890,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
229,62870,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
229,2495,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
229,5149,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
229,1486,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
229,353,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
229,181,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
229,267,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
229,235,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
229,1097,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
229,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
229,3908,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
230,60,"Jets-Russia","OSI","Cumulative","Russia",1,0,"Jets","OSI-Russia"
230,63110,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
230,2504,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
230,5162,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
230,1496,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
230,353,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
230,181,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
230,268,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
230,235,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
230,1114,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
230,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
230,3916,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
231,90000,"Military Casualties-Russia","Other","Cumulative","Russia",0,0,"Military Casualties","Other-Russia"
194,80000,"Military Casualties-Russia","GB Source","Cumulative","Russia",0,0,"Military Casualties","GB Source-Russia"
194,25000,"Military Deaths-Russia","GB Source","Cumulative","Russia",0,0,"Military Deaths","GB Source-Russia"
210,5397,"Military Deaths-Russia","RU Source","Cumulative","Russia",0,0,"Military Deaths","RU Source-Russia"
231,63380,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
231,2505,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
231,5181,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
231,1507,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
231,355,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
231,182,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
231,268,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
231,235,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
231,1129,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
231,15,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
231,3927,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
232,63800,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
232,2511,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
232,5167,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
232,1556,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
232,357,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
232,183,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
232,268,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
232,240,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
232,1182,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
232,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
232,3935,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
232,90000,"Military Casualties-Russia","Other","Cumulative","Russia",0,0,"Military Casualties","Other-Russia"
232,63000,"Military Deaths-Russia","Other","Cumulative","Russia",0,0,"Military Deaths","Other-Russia"
232,1183,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
233,1320,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
233,64300,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
233,2521,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
233,5172,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
233,1566,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
233,362,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
233,186,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
233,268,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
233,240,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
233,1199,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
233,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
233,3944,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
234,64700,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
234,2524,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
234,5179,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
234,1582,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
234,365,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
234,186,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
234,286,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
234,242,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
234,1210,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
234,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
234,3951,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
234,65000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
234,120000,"Military Casualties-Russia","Other","Cumulative","Russia",0,0,"Military Casualties","Other-Russia"
234,2500,"Tanks-Russia","Other","Cumulative","Russia",0,0,"Tanks","Other-Russia"
234,250,"Jets-Russia","Other","Cumulative","Russia",0,0,"Jets","Other-Russia"
235,65000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
181,9000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
228,6221,"Civilian Deaths-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Deaths","United Nations-Ukraine"
147,45000,"Military Injuries-Russia","US Source","Cumulative","Russia",0,0,"Military Injuries","US Source-Russia"
236,65320,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
236,2537,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
236,5205,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
236,1599,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
236,366,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
236,187,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
236,268,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
236,242,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
236,1241,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
236,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
236,3969,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
238,66280,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
238,2554,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
238,5235,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
238,1637,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
238,372,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
238,189,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
238,269,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
238,242,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
238,1286,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
238,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
238,3999,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
239,66650,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
239,2567,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
239,5255,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
239,1646,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
239,372,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
239,189,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
239,269,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
239,243,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
239,1311,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
239,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
239,4005,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
240,66750,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
240,2573,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
240,5258,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
